Port Name,State,Port Code,Border,Date,Measure,Value,Location
Hidalgo,Texas,2305,US-Mexico Border,02/01/2014 12:00:00 AM,Truck Containers Full,31189,POINT (-98.27 26.1)
Lancaster,Minnesota,3430,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicle Passengers,3206,POINT (-96.8 49)
Fort Fairfield,Maine,107,US-Canada Border,01/01/2014 12:00:00 AM,Train Passengers,0,POINT (-67.79 46.77)
Hansboro,North Dakota,3415,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Full,65,POINT (-99.35 49)
Sarles,North Dakota,3409,US-Canada Border,01/01/2014 12:00:00 AM,Pedestrians,0,POINT (-98.94 49)
Frontier,Washington,3020,US-Canada Border,01/01/2014 12:00:00 AM,Trains,0,POINT (-117.83 49)
Warroad,Minnesota,3423,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicles,8528,POINT (-95.38 49)
Sarles,North Dakota,3409,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Empty,13,POINT (-98.94 49)
San Ysidro,California,2504,US-Mexico Border,01/01/2014 12:00:00 AM,Bus Passengers,36695,POINT (-117.03 32.54)
Frontier,Washington,3020,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Empty,0,POINT (-117.83 49)
Massena,New York,704,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicle Passengers,113123,POINT (-74.74 44.99)
Fortuna,North Dakota,3417,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Full,0,POINT (-103.81 49)
Antler,North Dakota,3413,US-Canada Border,01/01/2014 12:00:00 AM,Trucks,120,POINT (-101.3 49)
Blaine,Washington,3004,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Full,15010,POINT (-122.74 49)
Brownsville,Texas,2301,US-Mexico Border,01/01/2014 12:00:00 AM,Train Passengers,0,POINT (-97.5 25.89)
San Luis,Arizona,2608,US-Mexico Border,01/01/2014 12:00:00 AM,Buses,8,POINT (-114.78000000000002 32.49)
Fort Kent,Maine,110,US-Canada Border,01/01/2014 12:00:00 AM,Trains,0,POINT (-68.6 47.25)
Laurier,Washington,3016,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicles,3454,POINT (-118.22 49)
Madawaska,Maine,109,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Empty,0,POINT (-68.33 47.36)
Norton,Vermont,211,US-Canada Border,01/01/2014 12:00:00 AM,Trucks,898,POINT (-71.79 45.01)
Vanceboro,Maine,105,US-Canada Border,01/01/2014 12:00:00 AM,Buses,0,POINT (-67.43 45.57)
Morgan,Montana,3319,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicle Passengers,778,POINT (-107.83 49)
Scobey,Montana,3309,US-Canada Border,01/01/2014 12:00:00 AM,Bus Passengers,0,POINT (-105.41 49)
Lynden,Washington,3023,US-Canada Border,01/01/2014 12:00:00 AM,Train Passengers,0,POINT (-122.49 49)
Eastport,Idaho,3302,US-Canada Border,01/01/2014 12:00:00 AM,Pedestrians,230,POINT (-116.17999999999999 49)
Beecher Falls,Vermont,206,US-Canada Border,01/01/2014 12:00:00 AM,Trucks,1230,POINT (-71.51 45.01)
Laurier,Washington,3016,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Empty,74,POINT (-118.22 49)
Roma,Texas,2310,US-Mexico Border,01/01/2014 12:00:00 AM,Rail Containers Full,0,POINT (-99.02 26.4)
Van Buren,Maine,108,US-Canada Border,01/01/2014 12:00:00 AM,Trains,42,POINT (-67.93 47.16)
Eastport,Maine,103,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Empty,0,POINT (-66.98 44.86)
Maida,North Dakota,3416,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Full,303,POINT (-98.37 49)
Noonan,North Dakota,3420,US-Canada Border,01/01/2014 12:00:00 AM,Trucks,168,POINT (-103 49)
Carbury,North Dakota,3421,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Empty,29,POINT (-100.56 49)
St. John,North Dakota,3405,US-Canada Border,01/01/2014 12:00:00 AM,Buses,2,POINT (-99.66 49)
Anacortes,Washington,3010,US-Canada Border,01/01/2014 12:00:00 AM,Train Passengers,0,POINT (-122.61000000000001 48.51)
Oroville,Washington,3019,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicles,22983,POINT (-119.46 49)
Hannah,North Dakota,3408,US-Canada Border,01/01/2014 12:00:00 AM,Pedestrians,0,POINT (-98.69 49)
Porthill,Idaho,3308,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Empty,170,POINT (-116.5 49)
Ferry,Washington,3013,US-Canada Border,01/01/2014 12:00:00 AM,Bus Passengers,0,POINT (-118.76000000000002 49)
Fort Fairfield,Maine,107,US-Canada Border,01/01/2014 12:00:00 AM,Trains,0,POINT (-67.79 46.77)
Friday Harbor,Washington,3014,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicle Passengers,116,POINT (-123.01 48.54)
Limestone,Maine,118,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Empty,0,POINT (-67.79 46.92)
Progreso,Texas,2309,US-Mexico Border,01/01/2014 12:00:00 AM,Buses,0,POINT (-97.95 26.06)
Calexico East,California,2507,US-Mexico Border,01/01/2014 12:00:00 AM,Rail Containers Full,36,POINT (-115.39 32.67)
Calexico East,California,2507,US-Mexico Border,01/01/2014 12:00:00 AM,Train Passengers,17,POINT (-115.39 32.67)
Turner,Montana,3306,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicles,845,POINT (-108.39 49)
Norton,Vermont,211,US-Canada Border,01/01/2014 12:00:00 AM,Pedestrians,0,POINT (-71.79 45.01)
Alexandria Bay,New York,708,US-Canada Border,01/01/2014 12:00:00 AM,Bus Passengers,2061,POINT (-75.98 44.35)
Santa Teresa,New Mexico,2408,US-Mexico Border,01/01/2014 12:00:00 AM,Trucks,7044,POINT (-106.68 31.78)
Richford,Vermont,203,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Full,7,POINT (-72.66 45.02)
Ferry,Washington,3013,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Empty,1,POINT (-118.76000000000002 49)
Brownsville,Texas,2301,US-Mexico Border,01/01/2014 12:00:00 AM,Rail Containers Empty,3754,POINT (-97.5 25.89)
Calexico East,California,2507,US-Mexico Border,01/01/2014 12:00:00 AM,Personal Vehicle Passengers,518049,POINT (-115.39 32.67)
Oroville,Washington,3019,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Full,1844,POINT (-119.46 49)
Del Bonita,Montana,3322,US-Canada Border,01/01/2014 12:00:00 AM,Train Passengers,0,POINT (-112.79 49)
Eastport,Maine,103,US-Canada Border,01/01/2014 12:00:00 AM,Trains,0,POINT (-66.98 44.86)
Jackman,Maine,104,US-Canada Border,01/01/2014 12:00:00 AM,Buses,4,POINT (-70.4 45.81)
Eastport,Maine,103,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Full,0,POINT (-66.98 44.86)
Porthill,Idaho,3308,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicles,12369,POINT (-116.5 49)
Roseau,Minnesota,3426,US-Canada Border,01/01/2014 12:00:00 AM,Trucks,546,POINT (-95.77 49)
Presidio,Texas,2403,US-Mexico Border,01/01/2014 12:00:00 AM,Pedestrians,6419,POINT (-104.39000000000001 29.56)
Raymond,Montana,3301,US-Canada Border,01/01/2014 12:00:00 AM,Bus Passengers,62,POINT (-104.57 49)
Laredo,Texas,2304,US-Mexico Border,01/01/2014 12:00:00 AM,Personal Vehicle Passengers,882605,POINT (-99.51 27.5)
Progreso,Texas,2309,US-Mexico Border,01/01/2014 12:00:00 AM,Train Passengers,0,POINT (-97.95 26.06)
Portland,Maine,101,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Empty,0,POINT (-70.25 43.660000000000004)
Sasabe,Arizona,2606,US-Mexico Border,01/01/2014 12:00:00 AM,Truck Containers Full,29,POINT (-111.54 31.48)
Nogales,Arizona,2604,US-Mexico Border,01/01/2014 12:00:00 AM,Rail Containers Empty,2881,POINT (-110.94 31.33)
Ferry,Washington,3013,US-Canada Border,01/01/2014 12:00:00 AM,Trains,0,POINT (-118.76000000000002 49)
Ogdensburg,New York,701,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicle Passengers,42028,POINT (-75.46 44.73)
Eastport,Idaho,3302,US-Canada Border,01/01/2014 12:00:00 AM,Trains,115,POINT (-116.17999999999999 49)
Point Roberts,Washington,3017,US-Canada Border,01/01/2014 12:00:00 AM,Pedestrians,1162,POINT (-123.07000000000001 49)
San Luis,Arizona,2608,US-Mexico Border,01/01/2014 12:00:00 AM,Bus Passengers,8,POINT (-114.78000000000002 32.49)
Sumas,Washington,3009,US-Canada Border,01/01/2014 12:00:00 AM,Buses,44,POINT (-122.26 49)
Cape Vincent,New York,706,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Full,0,POINT (-76.35 44.13)
Bridgewater,Maine,127,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Empty,0,POINT (-67.78 46.45)
Hansboro,North Dakota,3415,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicles,462,POINT (-99.35 49)
Ketchikan,Alaska,3102,US-Canada Border,01/01/2014 12:00:00 AM,Trucks,0,POINT (-131.65 55.34)
Progreso,Texas,2309,US-Mexico Border,01/01/2014 12:00:00 AM,Truck Containers Empty,561,POINT (-97.95 26.06)
Portal,North Dakota,3403,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Full,5583,POINT (-102.55 49)
Ambrose,North Dakota,3410,US-Canada Border,01/01/2014 12:00:00 AM,Train Passengers,0,POINT (-103.49 49)
Nighthawk,Washington,3011,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicles,368,POINT (-119.67000000000002 49)
Piegan,Montana,3316,US-Canada Border,01/01/2014 12:00:00 AM,Buses,0,POINT (-113.38 49)
Port Huron,Michigan,3802,US-Canada Border,01/01/2014 12:00:00 AM,Pedestrians,0,POINT (-82.42 43)
Laredo,Texas,2304,US-Mexico Border,01/01/2014 12:00:00 AM,Trains,301,POINT (-99.51 27.5)
Laurier,Washington,3016,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicle Passengers,5314,POINT (-118.22 49)
Port Huron,Michigan,3802,US-Canada Border,01/01/2014 12:00:00 AM,Bus Passengers,3958,POINT (-82.42 43)
Progreso,Texas,2309,US-Mexico Border,01/01/2014 12:00:00 AM,Truck Containers Full,1977,POINT (-97.95 26.06)
Port Angeles,Washington,3007,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Empty,0,POINT (-123.43 48.12)
Westhope,North Dakota,3419,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Full,0,POINT (-101.02 49)
Baudette,Minnesota,3424,US-Canada Border,01/01/2014 12:00:00 AM,Buses,3,POINT (-94.59 48.72)
Skagway,Alaska,3103,US-Canada Border,01/01/2014 12:00:00 AM,Pedestrians,0,POINT (-135.16 59.63)
Massena,New York,704,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Empty,539,POINT (-74.74 44.99)
Beecher Falls,Vermont,206,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicles,4029,POINT (-71.51 45.01)
Trout River,New York,715,US-Canada Border,01/01/2014 12:00:00 AM,Train Passengers,110,POINT (-74.31 44.99)
Lynden,Washington,3023,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicle Passengers,102935,POINT (-122.49 49)
Pinecreek,Minnesota,3425,US-Canada Border,01/01/2014 12:00:00 AM,Trains,0,POINT (-95.98 49)
Dalton Cache,Alaska,3106,US-Canada Border,01/01/2014 12:00:00 AM,Trucks,85,POINT (-136.36 59.45)
Eastport,Idaho,3302,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Full,3378,POINT (-116.17999999999999 49)
Fort Fairfield,Maine,107,US-Canada Border,01/01/2014 12:00:00 AM,Bus Passengers,0,POINT (-67.79 46.77)
Grand Portage,Minnesota,3613,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Full,0,POINT (-89.59 48.00000000000001)
Point Roberts,Washington,3017,US-Canada Border,01/01/2014 12:00:00 AM,Buses,31,POINT (-123.07000000000001 49)
Champlain-Rouses Point,New York,712,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Empty,632,POINT (-73.45 45.01)
Fort Fairfield,Maine,107,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicles,10744,POINT (-67.79 46.77)
Lancaster,Minnesota,3430,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Empty,362,POINT (-96.8 49)
Alcan,Alaska,3104,US-Canada Border,01/01/2014 12:00:00 AM,Pedestrians,0,POINT (-141 62.61)
Laurier,Washington,3016,US-Canada Border,01/01/2014 12:00:00 AM,Trucks,666,POINT (-118.22 49)
Beecher Falls,Vermont,206,US-Canada Border,01/01/2014 12:00:00 AM,Train Passengers,0,POINT (-71.51 45.01)
Metaline Falls,Washington,3025,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Full,0,POINT (-117.30000000000001 49)
Laurier,Washington,3016,US-Canada Border,01/01/2014 12:00:00 AM,Trains,8,POINT (-118.22 49)
Progreso,Texas,2309,US-Mexico Border,01/01/2014 12:00:00 AM,Bus Passengers,0,POINT (-97.95 26.06)
Houlton,Maine,106,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Full,6477,POINT (-67.78 46.13)
Ketchikan,Alaska,3102,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Empty,0,POINT (-131.65 55.34)
Carbury,North Dakota,3421,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicles,1028,POINT (-100.56 49)
Boundary,Washington,3015,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicle Passengers,6453,POINT (-117.62999999999998 49)
Lancaster,Minnesota,3430,US-Canada Border,01/01/2014 12:00:00 AM,Trucks,489,POINT (-96.8 49)
Baudette,Minnesota,3424,US-Canada Border,01/01/2014 12:00:00 AM,Train Passengers,156,POINT (-94.59 48.72)
Fort Kent,Maine,110,US-Canada Border,01/01/2014 12:00:00 AM,Pedestrians,34,POINT (-68.6 47.25)
Calais,Maine,115,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Full,60,POINT (-67.3 45.16)
Sumas,Washington,3009,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Empty,2020,POINT (-122.26 49)
Cape Vincent,New York,706,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Full,0,POINT (-76.35 44.13)
Dunseith,North Dakota,3422,US-Canada Border,01/01/2014 12:00:00 AM,Buses,6,POINT (-100.05 49)
Warroad,Minnesota,3423,US-Canada Border,01/01/2014 12:00:00 AM,Trucks,850,POINT (-95.38 49)
Sumas,Washington,3009,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Empty,155,POINT (-122.26 49)
Tecate,California,2505,US-Mexico Border,01/01/2014 12:00:00 AM,Personal Vehicles,63304,POINT (-116.63 32.58)
Brownsville,Texas,2301,US-Mexico Border,01/01/2014 12:00:00 AM,Buses,621,POINT (-97.5 25.89)
Santa Teresa,New Mexico,2408,US-Mexico Border,01/01/2014 12:00:00 AM,Pedestrians,12141,POINT (-106.68 31.78)
Tecate,California,2505,US-Mexico Border,01/01/2014 12:00:00 AM,Rail Containers Empty,0,POINT (-116.63 32.58)
Trout River,New York,715,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Full,593,POINT (-74.31 44.99)
Tornillo-Fabens,Texas,2404,US-Mexico Border,01/01/2014 12:00:00 AM,Bus Passengers,0,POINT (-106.14 31.429999999999996)
Sarles,North Dakota,3409,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicle Passengers,376,POINT (-98.94 49)
Porthill,Idaho,3308,US-Canada Border,01/01/2014 12:00:00 AM,Trains,0,POINT (-116.5 49)
Calexico,California,2503,US-Mexico Border,01/01/2014 12:00:00 AM,Truck Containers Empty,0,POINT (-115.49999999999999 32.66)
Opheim,Montana,3317,US-Canada Border,01/01/2014 12:00:00 AM,Train Passengers,0,POINT (-106.38 49)
Eastport,Idaho,3302,US-Canada Border,01/01/2014 12:00:00 AM,Trucks,4868,POINT (-116.17999999999999 49)
Brownsville,Texas,2301,US-Mexico Border,01/01/2014 12:00:00 AM,Rail Containers Full,644,POINT (-97.5 25.89)
Jackman,Maine,104,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicles,7371,POINT (-70.4 45.81)
Trout River,New York,715,US-Canada Border,01/01/2014 12:00:00 AM,Bus Passengers,0,POINT (-74.31 44.99)
Metaline Falls,Washington,3025,US-Canada Border,01/01/2014 12:00:00 AM,Buses,16,POINT (-117.30000000000001 49)
Sumas,Washington,3009,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicle Passengers,156696,POINT (-122.26 49)
Warroad,Minnesota,3423,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Full,471,POINT (-95.38 49)
Richford,Vermont,203,US-Canada Border,01/01/2014 12:00:00 AM,Trains,11,POINT (-72.66 45.02)
Douglas,Arizona,2601,US-Mexico Border,01/01/2014 12:00:00 AM,Pedestrians,149704,POINT (-109.56 31.33)
Ferry,Washington,3013,US-Canada Border,01/01/2014 12:00:00 AM,Train Passengers,0,POINT (-118.76000000000002 49)
Laurier,Washington,3016,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Empty,0,POINT (-118.22 49)
Houlton,Maine,106,US-Canada Border,01/01/2014 12:00:00 AM,Bus Passengers,310,POINT (-67.78 46.13)
Oroville,Washington,3019,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Full,0,POINT (-119.46 49)
Wildhorse,Montana,3323,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Empty,0,POINT (-110.22 49)
Eastport,Maine,103,US-Canada Border,01/01/2014 12:00:00 AM,Bus Passengers,56,POINT (-66.98 44.86)
Pembina,North Dakota,3401,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Full,14192,POINT (-97.24 49)
Norton,Vermont,211,US-Canada Border,01/01/2014 12:00:00 AM,Trains,20,POINT (-71.79 45.01)
Opheim,Montana,3317,US-Canada Border,01/01/2014 12:00:00 AM,Buses,0,POINT (-106.38 49)
Detroit,Michigan,3801,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicle Passengers,498862,POINT (-83.04 42.32)
Fort Fairfield,Maine,107,US-Canada Border,01/01/2014 12:00:00 AM,Pedestrians,0,POINT (-67.79 46.77)
Willow Creek,Montana,3325,US-Canada Border,01/01/2014 12:00:00 AM,Trucks,0,POINT (-109.73 49)
Hidalgo,Texas,2305,US-Mexico Border,01/01/2014 12:00:00 AM,Rail Containers Empty,0,POINT (-98.27 26.1)
Pembina,North Dakota,3401,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicles,18996,POINT (-97.24 49)
Detroit,Michigan,3801,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Full,7490,POINT (-83.04 42.32)
San Ysidro,California,2504,US-Mexico Border,01/01/2014 12:00:00 AM,Train Passengers,0,POINT (-117.03 32.54)
Grand Portage,Minnesota,3613,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Empty,0,POINT (-89.59 48.00000000000001)
Willow Creek,Montana,3325,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicles,389,POINT (-109.73 49)
Jackman,Maine,104,US-Canada Border,01/01/2014 12:00:00 AM,Bus Passengers,79,POINT (-70.4 45.81)
Alexandria Bay,New York,708,US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Full,15028,POINT (-75.98 44.35)
Roosville,Montana,3318,US-Canada Border,01/01/2014 12:00:00 AM,Trucks,877,POINT (-115.05999999999999 49)
Sasabe,Arizona,2606,US-Mexico Border,01/01/2014 12:00:00 AM,Truck Containers Empty,23,POINT (-111.54 31.48)
Beecher Falls,Vermont,206,US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicle Passengers,5820,POINT (-71.51 45.01)
Alexandria Bay,New York,708,US-Canada Border,01/01/2014 12:00:00 AM,Trains,0,POINT (-75.98 44.35)
Houlton,Maine,106,US-Canada Border,01/01/2014 12:00:00 AM,Buses,10,POINT (-67.78 46.13)
Noonan,North Dakota,3420,US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Full,0,POINT (-103 49)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,01/01/2014 12:00:00 AM,Pedestrians,0,POINT (-73.09 45.02)
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/01/2013 12:00:00 AM,Pedestrians,607,POINT (-93.4 48.61)
Nogales,Arizona,2604,US-Mexico Border,12/01/2013 12:00:00 AM,Bus Passengers,14877,POINT (-110.94 31.33)
Frontier,Washington,3020,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Full,578,POINT (-117.83 49)
Beecher Falls,Vermont,206,US-Canada Border,12/01/2013 12:00:00 AM,Buses,0,POINT (-71.51 45.01)
Port Angeles,Washington,3007,US-Canada Border,12/01/2013 12:00:00 AM,Trains,0,POINT (-123.43 48.12)
Vanceboro,Maine,105,US-Canada Border,12/01/2013 12:00:00 AM,Trucks,35,POINT (-67.43 45.57)
Hannah,North Dakota,3408,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicles,135,POINT (-98.69 49)
Nogales,Arizona,2604,US-Mexico Border,12/01/2013 12:00:00 AM,Train Passengers,232,POINT (-110.94 31.33)
San Ysidro,California,2504,US-Mexico Border,12/01/2013 12:00:00 AM,Truck Containers Empty,0,POINT (-117.03 32.54)
Carbury,North Dakota,3421,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Empty,0,POINT (-100.56 49)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,12/01/2013 12:00:00 AM,Bus Passengers,6114,POINT (-73.09 45.02)
Massena,New York,704,US-Canada Border,12/01/2013 12:00:00 AM,Buses,296,POINT (-74.74 44.99)
Skagway,Alaska,3103,US-Canada Border,12/01/2013 12:00:00 AM,Pedestrians,0,POINT (-135.16 59.63)
Laurier,Washington,3016,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Full,247,POINT (-118.22 49)
Santa Teresa,New Mexico,2408,US-Mexico Border,12/01/2013 12:00:00 AM,Train Passengers,0,POINT (-106.68 31.78)
Portal,North Dakota,3403,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicle Passengers,13317,POINT (-102.55 49)
Naco,Arizona,2603,US-Mexico Border,12/01/2013 12:00:00 AM,Trains,0,POINT (-109.95 31.33)
Fortuna,North Dakota,3417,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicles,702,POINT (-103.81 49)
Calexico,California,2503,US-Mexico Border,12/01/2013 12:00:00 AM,Truck Containers Empty,0,POINT (-115.49999999999999 32.66)
Detroit,Michigan,3801,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Empty,5610,POINT (-83.04 42.32)
El Paso,Texas,2402,US-Mexico Border,12/01/2013 12:00:00 AM,Rail Containers Full,2972,POINT (-106.45 31.76)
Massena,New York,704,US-Canada Border,12/01/2013 12:00:00 AM,Train Passengers,0,POINT (-74.74 44.99)
Sherwood,North Dakota,3414,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Full,107,POINT (-101.63 49)
Calexico,California,2503,US-Mexico Border,12/01/2013 12:00:00 AM,Bus Passengers,0,POINT (-115.49999999999999 32.66)
Antler,North Dakota,3413,US-Canada Border,12/01/2013 12:00:00 AM,Trucks,60,POINT (-101.3 49)
Frontier,Washington,3020,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Empty,531,POINT (-117.83 49)
Friday Harbor,Washington,3014,US-Canada Border,12/01/2013 12:00:00 AM,Buses,0,POINT (-123.01 48.54)
Tecate,California,2505,US-Mexico Border,12/01/2013 12:00:00 AM,Pedestrians,69994,POINT (-116.63 32.58)
Roseau,Minnesota,3426,US-Canada Border,12/01/2013 12:00:00 AM,Trains,0,POINT (-95.77 49)
San Ysidro,California,2504,US-Mexico Border,12/01/2013 12:00:00 AM,Personal Vehicles,999003,POINT (-117.03 32.54)
Port Angeles,Washington,3007,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicle Passengers,7048,POINT (-123.43 48.12)
Oroville,Washington,3019,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Full,0,POINT (-119.46 49)
Roma,Texas,2310,US-Mexico Border,12/01/2013 12:00:00 AM,Train Passengers,0,POINT (-99.02 26.4)
Grand Portage,Minnesota,3613,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Empty,0,POINT (-89.59 48.00000000000001)
Lukeville,Arizona,2602,US-Mexico Border,12/01/2013 12:00:00 AM,Buses,45,POINT (-112.82 31.880000000000003)
Lancaster,Minnesota,3430,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Full,90,POINT (-96.8 49)
Santa Teresa,New Mexico,2408,US-Mexico Border,12/01/2013 12:00:00 AM,Truck Containers Empty,143,POINT (-106.68 31.78)
Pinecreek,Minnesota,3425,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicles,378,POINT (-95.98 49)
Cape Vincent,New York,706,US-Canada Border,12/01/2013 12:00:00 AM,Pedestrians,0,POINT (-76.35 44.13)
Calais,Maine,115,US-Canada Border,12/01/2013 12:00:00 AM,Trucks,4190,POINT (-67.3 45.16)
Carbury,North Dakota,3421,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicle Passengers,3015,POINT (-100.56 49)
Del Rio,Texas,2302,US-Mexico Border,12/01/2013 12:00:00 AM,Trains,0,POINT (-100.93 29.330000000000002)
Dunseith,North Dakota,3422,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Full,0,POINT (-100.05 49)
Grand Portage,Minnesota,3613,US-Canada Border,12/01/2013 12:00:00 AM,Bus Passengers,1267,POINT (-89.59 48.00000000000001)
Noonan,North Dakota,3420,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Full,0,POINT (-103 49)
Roseau,Minnesota,3426,US-Canada Border,12/01/2013 12:00:00 AM,Train Passengers,0,POINT (-95.77 49)
Hansboro,North Dakota,3415,US-Canada Border,12/01/2013 12:00:00 AM,Buses,3,POINT (-99.35 49)
El Paso,Texas,2402,US-Mexico Border,12/01/2013 12:00:00 AM,Personal Vehicles,968596,POINT (-106.45 31.76)
Madawaska,Maine,109,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Full,0,POINT (-68.33 47.36)
Port Huron,Michigan,3802,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Empty,13494,POINT (-82.42 43)
Hidalgo,Texas,2305,US-Mexico Border,12/01/2013 12:00:00 AM,Trains,0,POINT (-98.27 26.1)
Port Huron,Michigan,3802,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Empty,11262,POINT (-82.42 43)
Dalton Cache,Alaska,3106,US-Canada Border,12/01/2013 12:00:00 AM,Pedestrians,5,POINT (-136.36 59.45)
Douglas,Arizona,2601,US-Mexico Border,12/01/2013 12:00:00 AM,Bus Passengers,1119,POINT (-109.56 31.33)
Brownsville,Texas,2301,US-Mexico Border,12/01/2013 12:00:00 AM,Buses,698,POINT (-97.5 25.89)
Progreso,Texas,2309,US-Mexico Border,12/01/2013 12:00:00 AM,Truck Containers Full,1734,POINT (-97.95 26.06)
Willow Creek,Montana,3325,US-Canada Border,12/01/2013 12:00:00 AM,Trucks,0,POINT (-109.73 49)
Morgan,Montana,3319,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicle Passengers,1117,POINT (-107.83 49)
Oroville,Washington,3019,US-Canada Border,12/01/2013 12:00:00 AM,Pedestrians,56,POINT (-119.46 49)
