Port Name,State,Port Code,Border,Date,Measure,Value,Location
Ketchikan,Alaska,3102,US-Canada Border,07/01/2010 12:00:00 AM,Trains,0,POINT (-131.65 55.34)
Whitetail,Montana,3312,US-Canada Border,07/01/2010 12:00:00 AM,Truck Containers Empty,0,POINT (-105.16 49)
El Paso,Texas,2402,US-Mexico Border,07/01/2010 12:00:00 AM,Rail Containers Empty,6254,POINT (-106.45 31.76)
Madawaska,Maine,109,US-Canada Border,07/01/2010 12:00:00 AM,Bus Passengers,83,POINT (-68.33 47.36)
Metaline Falls,Washington,3025,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicle Passengers,7865,POINT (-117.30000000000001 49)
Nogales,Arizona,2604,US-Mexico Border,07/01/2010 12:00:00 AM,Rail Containers Full,2385,POINT (-110.94 31.33)
Warroad,Minnesota,3423,US-Canada Border,07/01/2010 12:00:00 AM,Train Passengers,386,POINT (-95.38 49)
Sherwood,North Dakota,3414,US-Canada Border,07/01/2010 12:00:00 AM,Pedestrians,0,POINT (-101.63 49)
Port Huron,Michigan,3802,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicles,173817,POINT (-82.42 43)
El Paso,Texas,2402,US-Mexico Border,07/01/2010 12:00:00 AM,Trucks,61175,POINT (-106.45 31.76)
Lancaster,Minnesota,3430,US-Canada Border,07/01/2010 12:00:00 AM,Truck Containers Empty,429,POINT (-96.8 49)
Grand Portage,Minnesota,3613,US-Canada Border,07/01/2010 12:00:00 AM,Buses,166,POINT (-89.59 48.00000000000001)
Eastport,Maine,103,US-Canada Border,07/01/2010 12:00:00 AM,Trains,0,POINT (-66.98 44.86)
Fortuna,North Dakota,3417,US-Canada Border,07/01/2010 12:00:00 AM,Bus Passengers,194,POINT (-103.81 49)
Oroville,Washington,3019,US-Canada Border,07/01/2010 12:00:00 AM,Pedestrians,3,POINT (-119.46 49)
Blaine,Washington,3004,US-Canada Border,07/01/2010 12:00:00 AM,Truck Containers Full,9773,POINT (-122.74 49)
Port Huron,Michigan,3802,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicle Passengers,399779,POINT (-82.42 43)
St. John,North Dakota,3405,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Empty,0,POINT (-99.66 49)
Frontier,Washington,3020,US-Canada Border,07/01/2010 12:00:00 AM,Truck Containers Empty,490,POINT (-117.83 49)
Alexandria Bay,New York,708,US-Canada Border,07/01/2010 12:00:00 AM,Train Passengers,0,POINT (-75.98 44.35)
Antler,North Dakota,3413,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicles,1399,POINT (-101.3 49)
Calexico,California,2503,US-Mexico Border,07/01/2010 12:00:00 AM,Buses,0,POINT (-115.49999999999999 32.66)
Lancaster,Minnesota,3430,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicle Passengers,11891,POINT (-96.8 49)
Fort Fairfield,Maine,107,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Full,0,POINT (-67.79 46.77)
Portal,North Dakota,3403,US-Canada Border,07/01/2010 12:00:00 AM,Trucks,7187,POINT (-102.55 49)
Vanceboro,Maine,105,US-Canada Border,07/01/2010 12:00:00 AM,Pedestrians,101,POINT (-67.43 45.57)
Calexico,California,2503,US-Mexico Border,07/01/2010 12:00:00 AM,Bus Passengers,0,POINT (-115.49999999999999 32.66)
Antler,North Dakota,3413,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicle Passengers,2896,POINT (-101.3 49)
Port Angeles,Washington,3007,US-Canada Border,07/01/2010 12:00:00 AM,Trains,0,POINT (-123.43 48.12)
Sarles,North Dakota,3409,US-Canada Border,07/01/2010 12:00:00 AM,Truck Containers Full,70,POINT (-98.94 49)
Opheim,Montana,3317,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicles,479,POINT (-106.38 49)
Columbus,New Mexico,2406,US-Mexico Border,07/01/2010 12:00:00 AM,Rail Containers Empty,0,POINT (-107.63 31.78)
Ketchikan,Alaska,3102,US-Canada Border,07/01/2010 12:00:00 AM,Pedestrians,304,POINT (-131.65 55.34)
Roosville,Montana,3318,US-Canada Border,07/01/2010 12:00:00 AM,Truck Containers Empty,152,POINT (-115.05999999999999 49)
Sherwood,North Dakota,3414,US-Canada Border,07/01/2010 12:00:00 AM,Buses,0,POINT (-101.63 49)
Ambrose,North Dakota,3410,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicle Passengers,559,POINT (-103.49 49)
Del Bonita,Montana,3322,US-Canada Border,07/01/2010 12:00:00 AM,Trucks,25,POINT (-112.79 49)
Fort Kent,Maine,110,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Full,0,POINT (-68.6 47.25)
Derby Line,Vermont,209,US-Canada Border,07/01/2010 12:00:00 AM,Bus Passengers,7267,POINT (-72.09 45.01)
International Falls-Ranier,Minnesota,3604,US-Canada Border,07/01/2010 12:00:00 AM,Truck Containers Full,1323,POINT (-93.4 48.61)
Antler,North Dakota,3413,US-Canada Border,07/01/2010 12:00:00 AM,Buses,0,POINT (-101.3 49)
Sault Sainte Marie,Michigan,3803,US-Canada Border,07/01/2010 12:00:00 AM,Trains,29,POINT (-84.36000000000001 46.51)
Port Angeles,Washington,3007,US-Canada Border,07/01/2010 12:00:00 AM,Train Passengers,0,POINT (-123.43 48.12)
Willow Creek,Montana,3325,US-Canada Border,07/01/2010 12:00:00 AM,Pedestrians,0,POINT (-109.73 49)
Warroad,Minnesota,3423,US-Canada Border,07/01/2010 12:00:00 AM,Truck Containers Empty,369,POINT (-95.38 49)
Ambrose,North Dakota,3410,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicles,258,POINT (-103.49 49)
Pembina,North Dakota,3401,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Empty,2319,POINT (-97.24 49)
Eastport,Idaho,3302,US-Canada Border,07/01/2010 12:00:00 AM,Truck Containers Full,2972,POINT (-116.17999999999999 49)
Noyes,Minnesota,3402,US-Canada Border,07/01/2010 12:00:00 AM,Trucks,0,POINT (-97.21 49)
Laurier,Washington,3016,US-Canada Border,07/01/2010 12:00:00 AM,Trains,8,POINT (-118.22 49)
Sumas,Washington,3009,US-Canada Border,07/01/2010 12:00:00 AM,Bus Passengers,1797,POINT (-122.26 49)
Ogdensburg,New York,701,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicle Passengers,73260,POINT (-75.46 44.73)
Pinecreek,Minnesota,3425,US-Canada Border,07/01/2010 12:00:00 AM,Truck Containers Full,0,POINT (-95.98 49)
Fortuna,North Dakota,3417,US-Canada Border,07/01/2010 12:00:00 AM,Buses,5,POINT (-103.81 49)
Sumas,Washington,3009,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Full,115,POINT (-122.26 49)
Nogales,Arizona,2604,US-Mexico Border,07/01/2010 12:00:00 AM,Pedestrians,341586,POINT (-110.94 31.33)
Raymond,Montana,3301,US-Canada Border,07/01/2010 12:00:00 AM,Train Passengers,0,POINT (-104.57 49)
Houlton,Maine,106,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicles,39052,POINT (-67.78 46.13)
Lukeville,Arizona,2602,US-Mexico Border,07/01/2010 12:00:00 AM,Trains,0,POINT (-112.82 31.880000000000003)
Fort Kent,Maine,110,US-Canada Border,07/01/2010 12:00:00 AM,Trucks,955,POINT (-68.6 47.25)
Cape Vincent,New York,706,US-Canada Border,07/01/2010 12:00:00 AM,Bus Passengers,0,POINT (-76.35 44.13)
Santa Teresa,New Mexico,2408,US-Mexico Border,07/01/2010 12:00:00 AM,Personal Vehicle Passengers,127736,POINT (-106.68 31.78)
Douglas,Arizona,2601,US-Mexico Border,07/01/2010 12:00:00 AM,Truck Containers Full,1362,POINT (-109.56 31.33)
Willow Creek,Montana,3325,US-Canada Border,07/01/2010 12:00:00 AM,Truck Containers Empty,0,POINT (-109.73 49)
Noyes,Minnesota,3402,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Empty,0,POINT (-97.21 49)
Antler,North Dakota,3413,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Full,0,POINT (-101.3 49)
Otay Mesa,California,2506,US-Mexico Border,07/01/2010 12:00:00 AM,Buses,3342,POINT (-116.94 32.55)
Sherwood,North Dakota,3414,US-Canada Border,07/01/2010 12:00:00 AM,Trains,0,POINT (-101.63 49)
Portal,North Dakota,3403,US-Canada Border,07/01/2010 12:00:00 AM,Train Passengers,534,POINT (-102.55 49)
Ogdensburg,New York,701,US-Canada Border,07/01/2010 12:00:00 AM,Pedestrians,20,POINT (-75.46 44.73)
Antler,North Dakota,3413,US-Canada Border,07/01/2010 12:00:00 AM,Truck Containers Empty,17,POINT (-101.3 49)
Frontier,Washington,3020,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicles,4350,POINT (-117.83 49)
Anacortes,Washington,3010,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Empty,0,POINT (-122.61000000000001 48.51)
Alexandria Bay,New York,708,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Full,0,POINT (-75.98 44.35)
Alexandria Bay,New York,708,US-Canada Border,07/01/2010 12:00:00 AM,Trucks,14341,POINT (-75.98 44.35)
Portland,Maine,101,US-Canada Border,07/01/2010 12:00:00 AM,Pedestrians,0,POINT (-70.25 43.660000000000004)
Lancaster,Minnesota,3430,US-Canada Border,07/01/2010 12:00:00 AM,Buses,2,POINT (-96.8 49)
Hannah,North Dakota,3408,US-Canada Border,07/01/2010 12:00:00 AM,Bus Passengers,0,POINT (-98.69 49)
Roma,Texas,2310,US-Mexico Border,07/01/2010 12:00:00 AM,Truck Containers Full,275,POINT (-99.02 26.4)
Buffalo-Niagara Falls,New York,901,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicle Passengers,1483829,POINT (-78.91 42.91)
Antler,North Dakota,3413,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Empty,0,POINT (-101.3 49)
Wildhorse,Montana,3323,US-Canada Border,07/01/2010 12:00:00 AM,Trains,0,POINT (-110.22 49)
Sasabe,Arizona,2606,US-Mexico Border,07/01/2010 12:00:00 AM,Personal Vehicles,1548,POINT (-111.54 31.48)
Scobey,Montana,3309,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicle Passengers,1370,POINT (-105.41 49)
Porthill,Idaho,3308,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Full,0,POINT (-116.5 49)
Calais,Maine,115,US-Canada Border,07/01/2010 12:00:00 AM,Truck Containers Empty,1938,POINT (-67.3 45.16)
Massena,New York,704,US-Canada Border,07/01/2010 12:00:00 AM,Bus Passengers,718,POINT (-74.74 44.99)
Progreso,Texas,2309,US-Mexico Border,07/01/2010 12:00:00 AM,Rail Containers Empty,0,POINT (-97.95 26.06)
Lynden,Washington,3023,US-Canada Border,07/01/2010 12:00:00 AM,Trucks,4453,POINT (-122.49 49)
International Falls-Ranier,Minnesota,3604,US-Canada Border,07/01/2010 12:00:00 AM,Buses,49,POINT (-93.4 48.61)
Del Rio,Texas,2302,US-Mexico Border,07/01/2010 12:00:00 AM,Pedestrians,6322,POINT (-100.93 29.330000000000002)
Northgate,North Dakota,3406,US-Canada Border,07/01/2010 12:00:00 AM,Train Passengers,0,POINT (-102.27 49)
El Paso,Texas,2402,US-Mexico Border,07/01/2010 12:00:00 AM,Truck Containers Empty,28588,POINT (-106.45 31.76)
Pinecreek,Minnesota,3425,US-Canada Border,07/01/2010 12:00:00 AM,Trucks,16,POINT (-95.98 49)
Sarles,North Dakota,3409,US-Canada Border,07/01/2010 12:00:00 AM,Train Passengers,0,POINT (-98.94 49)
Alcan,Alaska,3104,US-Canada Border,07/01/2010 12:00:00 AM,Bus Passengers,3575,POINT (-141 62.61)
Trout River,New York,715,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicles,21578,POINT (-74.31 44.99)
Blaine,Washington,3004,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Empty,7416,POINT (-122.74 49)
Richford,Vermont,203,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Full,186,POINT (-72.66 45.02)
Roseau,Minnesota,3426,US-Canada Border,07/01/2010 12:00:00 AM,Trains,0,POINT (-95.77 49)
Sasabe,Arizona,2606,US-Mexico Border,07/01/2010 12:00:00 AM,Truck Containers Empty,32,POINT (-111.54 31.48)
Bridgewater,Maine,127,US-Canada Border,07/01/2010 12:00:00 AM,Truck Containers Full,1319,POINT (-67.78 46.45)
Houlton,Maine,106,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicle Passengers,89822,POINT (-67.78 46.13)
Eastport,Maine,103,US-Canada Border,07/01/2010 12:00:00 AM,Buses,12,POINT (-66.98 44.86)
Jackman,Maine,104,US-Canada Border,07/01/2010 12:00:00 AM,Train Passengers,30,POINT (-70.4 45.81)
Derby Line,Vermont,209,US-Canada Border,07/01/2010 12:00:00 AM,Pedestrians,27,POINT (-72.09 45.01)
Raymond,Montana,3301,US-Canada Border,07/01/2010 12:00:00 AM,Trucks,1033,POINT (-104.57 49)
Sherwood,North Dakota,3414,US-Canada Border,07/01/2010 12:00:00 AM,Bus Passengers,0,POINT (-101.63 49)
Neche,North Dakota,3404,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Full,0,POINT (-97.56 49)
Grand Portage,Minnesota,3613,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Empty,0,POINT (-89.59 48.00000000000001)
Bridgewater,Maine,127,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicles,5689,POINT (-67.78 46.45)
Andrade,California,2502,US-Mexico Border,07/01/2010 12:00:00 AM,Trains,0,POINT (-114.73000000000002 32.72)
Dunseith,North Dakota,3422,US-Canada Border,07/01/2010 12:00:00 AM,Pedestrians,0,POINT (-100.05 49)
Trout River,New York,715,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicle Passengers,42523,POINT (-74.31 44.99)
Sault Sainte Marie,Michigan,3803,US-Canada Border,07/01/2010 12:00:00 AM,Truck Containers Empty,650,POINT (-84.36000000000001 46.51)
Presidio,Texas,2403,US-Mexico Border,07/01/2010 12:00:00 AM,Truck Containers Full,275,POINT (-104.39000000000001 29.56)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Full,996,POINT (-73.09 45.02)
Skagway,Alaska,3103,US-Canada Border,07/01/2010 12:00:00 AM,Trucks,292,POINT (-135.16 59.63)
Wildhorse,Montana,3323,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Empty,0,POINT (-110.22 49)
Champlain-Rouses Point,New York,712,US-Canada Border,07/01/2010 12:00:00 AM,Train Passengers,5434,POINT (-73.45 45.01)
Port Huron,Michigan,3802,US-Canada Border,07/01/2010 12:00:00 AM,Trains,313,POINT (-82.42 43)
Tornillo-Fabens,Texas,2404,US-Mexico Border,07/01/2010 12:00:00 AM,Buses,0,POINT (-106.14 31.429999999999996)
Sweetgrass,Montana,3310,US-Canada Border,07/01/2010 12:00:00 AM,Train Passengers,192,POINT (-111.96 49)
Sweetgrass,Montana,3310,US-Canada Border,07/01/2010 12:00:00 AM,Bus Passengers,936,POINT (-111.96 49)
Calexico East,California,2507,US-Mexico Border,07/01/2010 12:00:00 AM,Trucks,26080,POINT (-115.39 32.67)
Portland,Maine,101,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicles,0,POINT (-70.25 43.660000000000004)
Beecher Falls,Vermont,206,US-Canada Border,07/01/2010 12:00:00 AM,Truck Containers Full,249,POINT (-71.51 45.01)
Laurier,Washington,3016,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicle Passengers,14008,POINT (-118.22 49)
Hannah,North Dakota,3408,US-Canada Border,07/01/2010 12:00:00 AM,Truck Containers Empty,7,POINT (-98.69 49)
Point Roberts,Washington,3017,US-Canada Border,07/01/2010 12:00:00 AM,Rail Containers Full,0,POINT (-123.07000000000001 49)
Porthill,Idaho,3308,US-Canada Border,07/01/2010 12:00:00 AM,Bus Passengers,63,POINT (-116.5 49)
Ketchikan,Alaska,3102,US-Canada Border,07/01/2010 12:00:00 AM,Train Passengers,0,POINT (-131.65 55.34)
Calexico East,California,2507,US-Mexico Border,07/01/2010 12:00:00 AM,Truck Containers Full,13403,POINT (-115.39 32.67)
Warroad,Minnesota,3423,US-Canada Border,07/01/2010 12:00:00 AM,Personal Vehicles,17240,POINT (-95.38 49)
El Paso,Texas,2402,US-Mexico Border,07/01/2010 12:00:00 AM,Trains,108,POINT (-106.45 31.76)
